Namespace(duration=43200, fig_directory='res/simulator', generate_addition_probabilities=False, generate_graphs=True, generate_table=False, model='GPT-3', model_size='350M', performace_log_interval=1, removal_probability=None, seed=None, spot_instance_desired_capacity=20, spot_instance_trace='traces/g4dn-trace-8-20.csv', start_hour=None)
[0.000] node1 simulate_spot_instance_add: 0
[0.000] node3 simulate_spot_instance_add: 0
[0.000] node7 simulate_spot_instance_add: 0
[0.000] node15 simulate_spot_instance_add: 0
[0.000] node14 simulate_spot_instance_add: 0
[0.000] node6 simulate_spot_instance_add: 0
[0.000] node13 simulate_spot_instance_add: 0
[0.000] node12 simulate_spot_instance_add: 0
[0.000] node2 simulate_spot_instance_add: 0
[0.000] node5 simulate_spot_instance_add: 0
[0.000] node11 simulate_spot_instance_add: 0
[0.000] node10 simulate_spot_instance_add: 0
[0.000] node20 simulate_spot_instance_add: 0
[0.000] node4 simulate_spot_instance_add: 0
[0.000] node9 simulate_spot_instance_add: 0
[0.000] node19 simulate_spot_instance_add: 0
[0.000] node18 simulate_spot_instance_add: 0
[0.000] node8 simulate_spot_instance_add: 0
[0.000] node17 simulate_spot_instance_add: 0
[0.000] node16 simulate_spot_instance_add: 0
[45.000] node7 simulate_spot_instance_ready: 45000
[45.000] node7 starting global rendezvous
[45.000] simulate_rendezvous_start: 45000 True
[45.000] simulate_rendezvous_restart: 45000
[45.000] simulate_preparation: 45000 ['node7']
[45.000] node14 simulate_spot_instance_ready: 45000
[45.000] node6 simulate_spot_instance_ready: 45000
[45.000] node17 simulate_spot_instance_ready: 45000
[45.000] node16 simulate_spot_instance_ready: 45000
[45.000] node15 simulate_spot_instance_ready: 45000
[45.000] node13 simulate_spot_instance_ready: 45000
[45.000] node5 simulate_spot_instance_ready: 45000
[45.000] node8 simulate_spot_instance_ready: 45000
[45.000] node12 simulate_spot_instance_ready: 45000
[45.000] node2 simulate_spot_instance_ready: 45000
[45.000] node11 simulate_spot_instance_ready: 45000
[45.000] node20 simulate_spot_instance_ready: 45000
[45.000] node18 simulate_spot_instance_ready: 45000
[45.000] node10 simulate_spot_instance_ready: 45000
[45.000] node4 simulate_spot_instance_ready: 45000
[45.000] node19 simulate_spot_instance_ready: 45000
[45.000] node1 simulate_spot_instance_ready: 45000
[45.000] node3 simulate_spot_instance_ready: 45000
[45.000] node9 simulate_spot_instance_ready: 45000
[46.000] simulate_preparation: 46000
[46.000] simulate_preparation: 46000 ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
[46.000] simulate_assign_coordinates ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
46000 20 nodes completed rendezvous version 1, 20x1 configuration
46000 starting training with 20 20 nodes
[14634.240] simulate training iteration execution finish 1231
[14645.400] simulate training iteration execution finish 1232
[14656.560] simulate training iteration execution finish 1233
[14667.720] simulate training iteration execution finish 1234
[14678.880] simulate training iteration execution finish 1235
[14690.040] simulate training iteration execution finish 1236
[14701.200] simulate training iteration execution finish 1237
[14712.360] simulate training iteration execution finish 1238
[14723.520] simulate training iteration execution finish 1239
[14734.680] simulate training iteration execution finish 1240
[14745.840] simulate training iteration execution finish 1241
[14757.000] simulate training iteration execution finish 1242
[14760.000] node44 simulate_spot_instance_remove: 14760000
[14760.000] simulate_rendezvous_start: 14760000 False
[14760.000] simulate_rendezvous_restart: 14760000
[14760.917] simulate_reconfigure: 14760917.5
[14760.917] simulate_preparation: 14760917.5 ['node3', 'node13', 'node12', 'node18', 'node17', 'node23', 'node26', 'node28', 'node31', 'node32', 'node33', 'node34', 'node36', 'node38', 'node43', 'node42', 'node41', 'node40', 'node45']
[14760.917] simulate_assign_coordinates ['node3', 'node13', 'node12', 'node18', 'node17', 'node23', 'node26', 'node28', 'node31', 'node32', 'node33', 'node34', 'node36', 'node38', 'node43', 'node42', 'node41', 'node40', 'node45']
14760917.5 19 nodes completed rendezvous version 18, 19x1 configuration
14760917.5 starting training with 19 19 nodes
[14769.728] simulate training iteration execution finish 1243
[14778.538] simulate training iteration execution finish 1244
[14787.347] simulate training iteration execution finish 1245
[14796.157] simulate training iteration execution finish 1246
[14804.968] simulate training iteration execution finish 1247
[14813.778] simulate training iteration execution finish 1248
[14822.587] simulate training iteration execution finish 1249
[14831.397] simulate training iteration execution finish 1250
[14840.208] simulate training iteration execution finish 1251
[14849.017] simulate training iteration execution finish 1252
[14857.827] simulate training iteration execution finish 1253
[14866.638] simulate training iteration execution finish 1254
[14875.448] simulate training iteration execution finish 1255
[14884.257] simulate training iteration execution finish 1256
[14893.067] simulate training iteration execution finish 1257
[14901.878] simulate training iteration execution finish 1258
[14910.688] simulate training iteration execution finish 1259
[14919.497] simulate training iteration execution finish 1260
[14928.308] simulate training iteration execution finish 1261
[14937.118] simulate training iteration execution finish 1262
[14945.927] simulate training iteration execution finish 1263
[14954.737] simulate training iteration execution finish 1264
[14963.548] simulate training iteration execution finish 1265
[14972.358] simulate training iteration execution finish 1266
[14981.167] simulate training iteration execution finish 1267
[14989.978] simulate training iteration execution finish 1268
[14998.788] simulate training iteration execution finish 1269
[15007.597] simulate training iteration execution finish 1270
[15016.407] simulate training iteration execution finish 1271
[15025.218] simulate training iteration execution finish 1272
[15034.028] simulate training iteration execution finish 1273
[15042.837] simulate training iteration execution finish 1274
[15051.647] simulate training iteration execution finish 1275
[15060.458] simulate training iteration execution finish 1276
[15069.267] simulate training iteration execution finish 1277
[15078.077] simulate training iteration execution finish 1278
[15086.888] simulate training iteration execution finish 1279
[15095.698] simulate training iteration execution finish 1280
[15104.507] simulate training iteration execution finish 1281
[15113.317] simulate training iteration execution finish 1282
[15122.128] simulate training iteration execution finish 1283
[15130.938] simulate training iteration execution finish 1284
[15139.747] simulate training iteration execution finish 1285
[15148.558] simulate training iteration execution finish 1286
[15157.368] simulate training iteration execution finish 1287
[15166.177] simulate training iteration execution finish 1288
[15174.987] simulate training iteration execution finish 1289
[15183.798] simulate training iteration execution finish 1290
[15192.608] simulate training iteration execution finish 1291
[15201.417] simulate training iteration execution finish 1292
[15210.228] simulate training iteration execution finish 1293
[15219.038] simulate training iteration execution finish 1294
[15227.847] simulate training iteration execution finish 1295
[15236.657] simulate training iteration execution finish 1296
[15245.468] simulate training iteration execution finish 1297
[15254.278] simulate training iteration execution finish 1298
[15263.087] simulate training iteration execution finish 1299
[15271.897] simulate training iteration execution finish 1300
[15280.708] simulate training iteration execution finish 1301
[15289.517] simulate training iteration execution finish 1302
[15298.327] simulate training iteration execution finish 1303
[15307.138] simulate training iteration execution finish 1304
[15315.948] simulate training iteration execution finish 1305
[15324.757] simulate training iteration execution finish 1306
[15333.567] simulate training iteration execution finish 1307
[15342.378] simulate training iteration execution finish 1308
[15351.188] simulate training iteration execution finish 1309
[15359.997] simulate training iteration execution finish 1310
[15360.000] node46 simulate_spot_instance_add: 15360000
[15368.808] simulate training iteration execution finish 1311
[15377.618] simulate training iteration execution finish 1312
[15386.427] simulate training iteration execution finish 1313
[15395.237] simulate training iteration execution finish 1314
[15404.048] simulate training iteration execution finish 1315
[15405.000] node46 simulate_spot_instance_ready: 15405000
[15412.858] simulate training iteration execution finish 1316
[15421.667] simulate training iteration execution finish 1317
[15430.478] simulate training iteration execution finish 1318
[15439.288] simulate training iteration execution finish 1319
[15448.097] simulate training iteration execution finish 1320
[15456.907] simulate training iteration execution finish 1321
[15465.718] simulate training iteration execution finish 1322
[15474.528] simulate training iteration execution finish 1323
[15483.337] simulate training iteration execution finish 1324
[15492.147] simulate training iteration execution finish 1325
[15500.958] simulate training iteration execution finish 1326
[15509.767] simulate training iteration execution finish 1327
[15518.577] simulate training iteration execution finish 1328
[15527.388] simulate training iteration execution finish 1329
[15536.198] simulate training iteration execution finish 1330
[15545.007] simulate training iteration execution finish 1331
[15553.817] simulate training iteration execution finish 1332
[15562.628] simulate training iteration execution finish 1333
[15571.438] simulate training iteration execution finish 1334
[15580.247] simulate training iteration execution finish 1335
[15589.058] simulate training iteration execution finish 1336
[15597.868] simulate training iteration execution finish 1337
[15606.677] simulate training iteration execution finish 1338
[15615.487] simulate training iteration execution finish 1339
[15624.298] simulate training iteration execution finish 1340
[15633.108] simulate training iteration execution finish 1341
[15641.917] simulate training iteration execution finish 1342
[15650.728] simulate training iteration execution finish 1343
[15659.538] simulate training iteration execution finish 1344
[15668.347] simulate training iteration execution finish 1345
[15677.157] simulate training iteration execution finish 1346
[15685.968] simulate training iteration execution finish 1347
[15694.778] simulate training iteration execution finish 1348
[15703.587] simulate training iteration execution finish 1349
[15712.397] simulate training iteration execution finish 1350
[15721.208] simulate training iteration execution finish 1351
[15730.017] simulate training iteration execution finish 1352
[15738.827] simulate training iteration execution finish 1353
[15747.638] simulate training iteration execution finish 1354
[15756.448] simulate training iteration execution finish 1355
[15765.257] simulate training iteration execution finish 1356
[15774.067] simulate training iteration execution finish 1357
[15782.878] simulate training iteration execution finish 1358
[15791.688] simulate training iteration execution finish 1359
[15800.497] simulate training iteration execution finish 1360
[15809.308] simulate training iteration execution finish 1361
[15818.118] simulate training iteration execution finish 1362
[15826.927] simulate training iteration execution finish 1363
[15835.737] simulate training iteration execution finish 1364
[15840.000] node46 simulate_spot_instance_remove: 15840000
[15840.000] simulate_rendezvous_start: 15840000 False
[15840.000] simulate_rendezvous_restart: 15840000
no need to reconfigure, {last_instances_num} == {new_instances_num}
[15840.000] node41 simulate_spot_instance_remove: 15840000
[15840.000] same delta as last reconfigure, skipping
[15840.000] node34 simulate_spot_instance_remove: 15840000
[15840.000] same delta as last reconfigure, skipping
[15840.000] simulate_reconfigure: 15840000
[15840.000] simulate_preparation: 15840000 ['node3', 'node13', 'node12', 'node18', 'node17', 'node23', 'node26', 'node28', 'node31', 'node32', 'node33', 'node34', 'node36', 'node38', 'node43', 'node42', 'node41', 'node40', 'node45']
[15840.000] node34 terminated during redezvous, restarting
[15840.000] simulate_rendezvous_restart: 15840000
[15840.000] simulate_preparation: 15840000
[15840.000] simulate_preparation: 15840000 ['node3', 'node13', 'node12', 'node18', 'node17', 'node23', 'node26', 'node28', 'node31', 'node32', 'node33', 'node36', 'node38', 'node43', 'node42', 'node40', 'node45']
[15840.000] simulate_assign_coordinates ['node3', 'node13', 'node12', 'node18', 'node17', 'node23', 'node26', 'node28', 'node31', 'node32', 'node33', 'node36', 'node38', 'node43', 'node42', 'node40', 'node45']
15840000 17 nodes completed rendezvous version 19, 17x1 configuration
15840000 starting training with 17 17 nodes
[15851.010] simulate training iteration execution finish 1365
[15862.020] simulate training iteration execution finish 1366
[15873.030] simulate training iteration execution finish 1367
[15884.040] simulate training iteration execution finish 1368
[15895.050] simulate training iteration execution finish 1369
[15900.000] node47 simulate_spot_instance_add: 15900000
